"","ccg19cd","year","Total_Procurement_Spend","Social_Care_Procurement_Spend","Hospital_Services_Procurement_Spend","GP_Services_Procurement_Spend","Other_Health_Services_Procurement_Spend","Private_Sector_Procurement_Spend","Charity_Sector_Procurement_Spend","Health_Services_Procurement_Spend","Building_Maintenance_Procurement_Spend","Specialist_Services_Procurement_Spend","NotAssigned_Procurement_Spend","Foundational_Services_Procurement_Spend","Professional_Services_Spend","Dental_Services_Procurement_Spend","Medical_Nursing_Homes_Procurement_Spend","nogpPrivate_Sector_Procurement_Spend","NOGPTotal_Procurement_Spend","nogpHealth_Services_Procurement_Spend","Food_Procurement_Spend","Transport_Procurement_Spend","Management_Procurement_Spend","Total_Private_sector_spend","Total_Management_Procurement_Spend","lag_check_private","Avoidable_Mortality_Rate","Treatable_Mortality_Rate","Preventatable_Mortality_Rate","RGN19CD","RGN19NM","id","Unemployment_percent","Qual_lvl4_percent","BAME_percent","Est_Population","Local_Authority_Expenditure","Claimant_percent","GDHI_per_person","Local_Authority_Spend_per_pop","CCGpop","Total_Rural_population_2011","Total_Urban_population_2011","RUC11CD","RUC11","Broad_RUC11","OBJECTID","total_spend_10millions","Lagged_Private_Procurement","Lagged_Total_Spend","Lagged_Treatable_Mortality_Rate","Lagged_Local_Authority_Spend_per_pop","Lagged_Claimant_percent","Lagged_CCGpop","Lagged_Unemployment_percent","Lagged_BAME_percent","Lagged_Qual_lvl4_percent","Lagged_GDHI_per_person","dept","number_of_doctors","Treatable_Mortality_2013","Private_Sector_Procurement_Spendten","Lagged_Private_Procurementten","Preventable_Mortality_Rate_FD","Treatable_Mortality_Rate_FD","Private_Sector_Procurement_Spendten_FD","Private_Sector_Procurement_Spend_FD","Local_Authority_Spend_per_pop_FD","Claimant_percent_FD","CCGpop_FD","Unemployment_percent_FD","BAME_percent_FD","Qual_lvl4_percent_FD","total_spend_10millions_FD","GDHI_FD","Private_Sector_Procurement_Spendten_FD_lagged","Local_Authority_Spend_per_pop_FD_lagged","total_spend_10millions_FD_lagged","GDHI_FD_lagged","Private_Sector_Procurement_Spend_FD_lagged","lagged_tot_prive"
"NHS_FAG_CCG-2011","E38000059","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.6,78.8,132.8,"E12000008","South East",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,193318,4,"Urban with City and Town","Predominantly Urban",57,NA,NA,NA,85.2,NA,NA,NA,NA,NA,NA,NA,"NHS_FAG_CCG",152,90.6,NA,NA,NA,-0.078088436971437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_FAG_CCG-2012","E38000059","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.5,78.8,127.7,"E12000008","South East",50,6.85,26.55,4.1,98080,27989,2.3,17941.5,0.296187506016334,196160,885,193318,4,"Urban with City and Town","Predominantly Urban",57,NA,NA,NA,78.8,NA,NA,NA,NA,NA,NA,NA,"NHS_FAG_CCG",152,90.6,NA,NA,-0.0391604740038405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_FAG_CCG-2013","E38000059","2013",119563979,0,0.18563868638062,0.872653293012271,1.0042146556531,2.16558952090412,0.294490868357601,2.08443380761023,0.233792821498522,0.0219271725642386,0.141853760152964,0,0,0,0,2.48173735198776,118520600,1.22244824950262,0,0,0,2589265,0,NA,234.9,90.6,144.3,"E12000008","South East",50,7.35,29.55,1.3,98707.5,27312.5,1.6,18640,0.284552292962911,197415,885,193318,4,"Urban with City and Town","Predominantly Urban",57,11.9563979,NA,NA,78.8,0.296187506016334,2.3,196160,6.85,4.1,26.55,17941.5,"NHS_FAG_CCG",152,90.6,0.216558952090412,NA,0.122210702741332,0.1395412161851,NA,NA,-0.0116352130534226,-0.7,0.00637745920654886,0.5,-2.8,3,NA,0.0381933440819537,NA,NA,NA,NA,NA,NA
"NHS_FAG_CCG-2014","E38000059","2014",175825318,0,0.169103632731664,0.694781624111722,0.923171940459678,1.92183130304363,0.0562501470920132,1.82883275092385,0.0376510054143624,0.0417755536207817,0.0935468235581408,0,0.0180508702392906,0,0,1.99192095086911,174603716,1.1419854317419,0,0,0,3379066,0,2.16558952090412,216.6,87.9,128.7,"E12000008","South East",50,4.4,37.6,3.1,99504.5,27312.5,1.05,18939,0.282148332857354,199009,885,193318,4,"Urban with City and Town","Predominantly Urban",57,17.5825318,2.16558952090412,11.9563979,90.6,0.284552292962911,1.6,197415,7.35,1.3,29.55,18640,"NHS_FAG_CCG",152,90.6,0.192183130304363,0.216558952090412,-0.114410351177744,-0.030254408357802,-0.0243758217860491,-0.243758217860491,-0.00240396010555699,-0.55,0.00804193787807961,-2.95,1.8,8.05,5.6261339,0.0159134787961523,NA,-0.0116352130534226,NA,0.0381933440819537,NA,0.00000119563979
"NHS_FAG_CCG-2015","E38000059","2015",197802927,0,0.163369675515469,0.640425305738777,0.972676708671758,2.01865314156853,0.0238798286336784,1.80035151855968,0,0.0238798286336784,0.166650718975458,0,0.0145599463247579,0,0,2.05569818156657,196536147,1.16740255419783,0,0,0,3992955,0,1.92183130304363,187,65.7,121.3,"E12000008","South East",50,6.1,34.3,3.7,99969.5,25781,0.85,19681.5,0.264858965088703,199939,885,193318,4,"Urban with City and Town","Predominantly Urban",57,19.7802927,1.92183130304363,17.5825318,87.9,0.282148332857354,1.05,199009,4.4,3.1,37.6,18939,"NHS_FAG_CCG",152,90.6,0.201865314156853,0.192183130304363,-0.0592172986520767,-0.291100879200567,0.00968218385249001,0.0968218385249002,-0.017289367768651,-0.2,0.00466227019360055,1.7,0.6,-3.3,2.1977609,0.0384558201781449,-0.0243758217860491,-0.00240396010555699,5.6261339,0.0159134787961523,-0.243758217860491,0.00000175825318
"NHS_FAG_CCG-2016","E38000059","2016",215167474,0,0.337472939799442,0.584999199274887,1.49307185713395,2.70118986478412,0.0219526674370867,2.64923452138496,-0.0194871460916068,0.0219526674370867,0.0706152269092493,0,0.0227799300186049,0.211737857739595,0,2.7450130685583,213453155,1.86737553726952,0,0,0,5812082,0,2.01865314156853,197.3,65.4,131.9,"E12000008","South East",50,6.25,30.35,NA,100655,26196,0.8,19555,0.266097935917195,201310,885,193318,4,"Urban with City and Town","Predominantly Urban",57,21.5167474,2.01865314156853,19.7802927,65.7,0.264858965088703,0.85,199939,6.1,3.7,34.3,19681.5,"NHS_FAG_CCG",152,90.6,0.270118986478412,0.201865314156853,0.0837772437732642,-0.00457666702741211,0.068253672321559,0.68253672321559,0.00123897082849239,-0.05,0.00683368848465982,0.15,NaN,-3.95,1.7364547,-0.0064481000242651,0.00968218385249001,-0.017289367768651,2.1977609,0.0384558201781449,0.0968218385249002,0.00000197802927
"NHS_FAG_CCG-2017","E38000059","2017",233173655,0,0.655817227722403,0.602505458860693,1.32681284255719,3.13805991504486,0.0144055725334837,2.8702843809692,0,0.0144055725334837,0.250626941538486,0,0.0315541650706638,0.270743279295425,0,3.18023686588002,231137469,2.01462835954131,0,0,0,7317129,0,2.70118986478412,185.4,66.2,119.2,"E12000008","South East",50,4.2,33.45,2.9,100864,28229.5,1,20450.5,0.286925693627242,201728,885,193318,4,"Urban with City and Town","Predominantly Urban",57,23.3173655,2.70118986478412,21.5167474,65.4,0.266097935917195,0.8,201310,6.25,NA,30.35,19555,"NHS_FAG_CCG",152,90.6,0.313805991504486,0.270118986478412,-0.101241305092019,0.0121582044798094,0.0436870050260745,0.436870050260745,0.0208277577100468,0.2,0.00207424684456825,-2.05,NaN,3.1,1.8006181,0.0447763238601908,0.068253672321559,0.00123897082849239,1.7364547,-0.0064481000242651,0.68253672321559,0.00000215167474
"NHS_FAG_CCG-2018","E38000059","2018",237217721,0,0.770620758134676,0.605385210660548,1.55634831345505,3.64353808120431,0.0114430742718416,3.21621966851288,0.0238932402524852,0,0.359537220239967,0,0.0553310264708259,0.283865386262606,0,3.68777471413478,235108261,2.3478473178788,0,0,0,8643118,0,3.13805991504486,206.8,73,133.7,"E12000008","South East",50,NA,29.3,4,100811,26226.5,1,20960,0.264138485414777,201622,885,193318,4,"Urban with City and Town","Predominantly Urban",57,23.7217721,3.13805991504486,23.3173655,66.2,0.286925693627242,1,201728,4.2,2.9,33.45,20450.5,"NHS_FAG_CCG",152,90.6,0.364353808120431,0.313805991504486,0.114795729476648,0.0977789782054286,0.050547816615945,0.505478166159451,-0.0227872082124652,0,-0.000525598127879334,NaN,1.1,-4.15,0.404406599999998,0.0246085273851726,0.0436870050260745,0.0208277577100468,1.8006181,0.0447763238601908,0.436870050260745,0.00000233173655
"NHS_FAG_CCG-2019","E38000059","2019",257192412,0.0155525583701902,0.613534819215429,0.42770546434317,2.41368201795938,5.26961153115202,0.119510524284052,3.86204628774196,0,0.0130730917520226,1.39170552201206,0,0.119817687311864,0.394050894471957,0,5.43377444244049,255078917,3.06548071160268,0,0,0,13553041,0,3.64353808120431,182.9,65.6,117.3,"E12000008","South East",50,8.2,33.45,2.95,100535.5,27306.5,1.65,NA,0.276286049485304,201071,885,193318,4,"Urban with City and Town","Predominantly Urban",57,25.7192412,3.64353808120431,23.7217721,73,0.264138485414777,1,201622,NA,4,29.3,20960,"NHS_FAG_CCG",152,90.6,0.526961153115202,0.364353808120431,-0.130863728448467,-0.106883745198347,0.16260734499477,1.6260734499477,0.0121475640705268,0.65,-0.00273657770988578,NaN,-1.05,4.15,1.9974691,NaN,0.050547816615945,-0.0227872082124652,0.404406599999998,0.0246085273851726,0.505478166159451,0.00000237217721
"NHS_FAG_CCG-2020","E38000059","2020",39200171,0,0.644805860668312,0.210794998827939,3.35131446237824,5.15978361420923,0.292406887714852,4.64973992077739,0,0,0.620691169944131,0,0.181759411202568,0.442824598902898,0,5.48806154773562,38943951,4.02241159352321,0,0,0,2022644,0,5.26961153115202,NA,NA,NA,"E12000008","South East",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,193318,4,"Urban with City and Town","Predominantly Urban",57,3.9200171,5.26961153115202,25.7192412,65.6,0.276286049485304,1.65,201071,8.2,2.95,33.45,NA,"NHS_FAG_CCG",152,90.6,0.515978361420923,0.526961153115202,NA,NA,-0.0109827916942782,-0.109827916942781,NA,NA,NA,NA,NA,NA,-21.7992241,NA,0.16260734499477,0.0121475640705268,1.9974691,NaN,1.6260734499477,0.00000257192412
"NHS_FAG_CCG-2021","E38000059","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15978361420923,NA,NA,NA,"E12000008","South East",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,193318,4,"Urban with City and Town","Predominantly Urban",57,NA,5.15978361420923,3.9200171,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_FAG_CCG",152,90.6,NA,0.515978361420923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0109827916942782,NA,-21.7992241,NA,-0.109827916942781,0.00000039200171
"NHS_FW_CCG-2010","E38000226","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,94,NA,"E12000002","North West",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_FW_CCG",NA,89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_FW_CCG-2011","E38000226","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.5,102.2,168.3,"E12000002","North West",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,"NHS_FW_CCG",NA,89.5,NA,NA,NA,0.0836368954996001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_FW_CCG-2012","E38000226","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.4,93.6,156.8,"E12000002","North West",190,8.56666666666667,36.3,19,108112.666666667,40684,2.76666666666667,15923,0.362768742302485,185393,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.2,NA,NA,NA,NA,NA,NA,NA,"NHS_FW_CCG",NA,89.5,NA,NA,-0.0707769932804529,-0.0879012942860573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_FW_CCG-2013","E38000226","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.4,89.5,157.9,"E12000002","North West",190,5.66666666666667,30.9333333333333,22,108239,39281.3333333333,2.33333333333333,16202.6666666667,0.34907327825581,186123,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6,0.362768742302485,2.76666666666667,185393,8.56666666666667,19,36.3,15923,"NHS_FW_CCG",NA,89.5,NA,NA,0.00699081334528895,-0.0447917582027371,NA,NA,-0.013695464046675,-0.433333333333333,0.00392984926351581,-2.9,3,-5.36666666666667,NA,0.0174112328709644,NA,NA,NA,NA,NA,NA
"NHS_FW_CCG-2014","E38000226","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,93.9,140.1,"E12000002","North West",190,7,28.2333333333333,15.6,108547,39281.3333333333,1.6,16660.6666666667,0.348004223059908,187117,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,0.34907327825581,2.33333333333333,186123,5.66666666666667,22,30.9333333333333,16202.6666666667,"NHS_FW_CCG",NA,89.5,NA,NA,-0.119605467918634,0.0479917609334075,NA,NA,-0.00106905519590167,-0.733333333333333,0.0053263441752005,1.33333333333333,-6.4,-2.7,NA,0.0278748141992278,NA,-0.013695464046675,NA,0.0174112328709644,NA,NA
"NHS_FW_CCG-2015","E38000226","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.3,92.9,147.4,"E12000002","North West",190,4.25,31.2,9.2,109240.333333333,36873,1.53333333333333,17323.6666666667,0.32536177662568,188456,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,0.348004223059908,1.6,187117,7,15.6,28.2333333333333,16660.6666666667,"NHS_FW_CCG",NA,89.5,NA,NA,0.0507935264122743,-0.0107067403944239,NA,NA,-0.0226424464342275,-0.0666666666666669,0.00713046823542207,-2.75,-6.4,2.96666666666667,NA,0.0390229300929477,NA,-0.00106905519590167,NA,0.0278748141992278,NA,NA
"NHS_FW_CCG-2016","E38000226","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.6,99.9,147.6,"E12000002","North West",190,7.15,35.8333333333333,10.1666666666667,109726,35748,1.63333333333333,17432.3333333333,0.317317353690531,189579,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,0.32536177662568,1.53333333333333,188456,4.25,9.2,31.2,17323.6666666667,"NHS_FW_CCG",NA,89.5,NA,NA,0.00135593241113607,0.0726460398347148,NA,NA,-0.00804442293514962,0.1,0.0059412663026599,2.9,0.966666666666669,4.63333333333334,NA,0.00625313734343891,NA,-0.0226424464342275,NA,0.0390229300929477,NA,NA
"NHS_FW_CCG-2017","E38000226","2017",19549578,0,2.3139578767378,0,0.88758949170156,8.55727934383034,0,3.35652769589195,0,0.154980327452593,0,0,5.20075164793839,0,0,8.55727934383034,19549578,3.35652769589195,0,0,0,1672912,0,NA,222.6,84.1,138.5,"E12000002","North West",190,3.56666666666667,33.4333333333333,9.65,110211.666666667,35767.3333333333,1.76666666666667,17950.6666666667,0.319220080766662,190711,NA,NA,NA,NA,NA,NA,1.9549578,NA,NA,99.9,0.317317353690531,1.63333333333333,189579,7.15,10.1666666666667,35.8333333333333,17432.3333333333,"NHS_FW_CCG",NA,89.5,0.855727934383034,NA,-0.0636355865389788,-0.172163118675606,NA,NA,0.00190272707613104,0.133333333333333,0.00595336897323939,-3.58333333333333,-0.516666666666669,-2.4,NA,0.0293005350680104,NA,-0.00804442293514962,NA,0.00625313734343891,NA,NA
"NHS_FW_CCG-2018","E38000226","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55727934383034,242,85.7,156.2,"E12000002","North West",190,3.9,37.8,11.6,110937,36189.3333333333,1.9,18625.3333333333,0.32082100962887,192421,NA,NA,NA,NA,NA,NA,NA,8.55727934383034,1.9549578,84.1,0.319220080766662,1.76666666666667,190711,3.56666666666667,9.65,33.4333333333333,17950.6666666667,"NHS_FW_CCG",NA,89.5,NA,0.855727934383034,0.120266911778192,0.0188462586248317,NA,NA,0.00160092886220792,0.133333333333334,0.00892648671838181,0.333333333333333,1.95,4.36666666666666,NA,0.0368954067483163,NA,0.00190272707613104,NA,0.0293005350680104,NA,0.00000019549578
"NHS_FW_CCG-2019","E38000226","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.8,91.6,160.2,"E12000002","North West",190,2.8,34.9,14.7,112002,36160,2.83333333333333,NA,0.316621842255552,194337,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,0.32082100962887,1.9,192421,3.9,11.6,37.8,18625.3333333333,"NHS_FW_CCG",NA,89.5,NA,NA,0.0252857972286735,0.0665784460763508,NA,NA,-0.00419916737331799,0.933333333333333,0.00990808554432654,-1.1,3.1,-2.9,NA,NaN,NA,0.00160092886220792,NA,0.0368954067483163,NA,NA
"NHS_GAW_CCG-2010","E38000214","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.5,68.5,NA,"E12000008","South East",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_GAW_CCG",196,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_GAW_CCG-2011","E38000214","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.7,67,94.7,"E12000008","South East",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,68.5,NA,NA,NA,NA,NA,NA,NA,"NHS_GAW_CCG",196,67.1,NA,NA,NA,-0.022141125877214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_GAW_CCG-2012","E38000214","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.6,63.8,96.8,"E12000008","South East",179,5.35,44.45,5.1,130709.5,56304,1.45,26309,0.428644984908294,198908,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,"NHS_GAW_CCG",196,67.1,NA,NA,0.0219329940904993,-0.0489394290402219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_GAW_CCG-2013","E38000214","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.1,67.1,102,"E12000008","South East",179,7,46.6,5.95,131720,53906.5,0.9,27565.5,0.40875130289247,200762,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,63.8,0.428644984908294,1.45,198908,5.35,5.1,44.45,26309,"NHS_GAW_CCG",196,67.1,NA,NA,0.052325819001739,0.0504308536268923,NA,NA,-0.0198936820158237,-0.55,0.00927772061319843,1.65,0.85,2.14999999999999,NA,0.0466539048534251,NA,NA,NA,NA,NA,NA
"NHS_GAW_CCG-2014","E38000214","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,67.6,91.4,"E12000008","South East",179,5,41.05,6,132955,53906.5,0.65,28344,0.405049868206301,202801,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,67.1,0.40875130289247,0.9,200762,7,5.95,46.6,27565.5,"NHS_GAW_CCG",196,67.1,NA,NA,-0.109727334824166,0.00742393907128225,NA,NA,-0.0037014346861689,-0.25,0.010105075790376,-2,0.0500000000000007,-5.55,NA,0.0278503767417195,NA,-0.0198936820158237,NA,0.0466539048534251,NA,NA
"NHS_GAW_CCG-2015","E38000214","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,58.9,90.1,"E12000008","South East",179,3.3,46.2,8.05,134533.5,54809.5,0.5,29890,0.406428637236185,205689,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,67.6,0.405049868206301,0.65,202801,5,6,41.05,28344,"NHS_GAW_CCG",196,67.1,NA,NA,-0.0143253138458128,-0.137766892391378,NA,NA,0.0013787690298836,-0.15,0.0141401166218529,-1.7,2.05,5.15000000000001,NA,0.0531086087326766,NA,-0.0037014346861689,NA,0.0278503767417195,NA,NA
"NHS_GAW_CCG-2016","E38000214","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.5,70.3,92.2,"E12000008","South East",179,6.5,47.7,5.15,135719,56726.5,0.55,29838,0.417851535966834,207376,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,58.9,0.406428637236185,0.5,205689,3.3,8.05,46.2,29890,"NHS_GAW_CCG",196,67.1,NA,NA,0.0230399659482563,0.176930708159079,NA,NA,0.0114228987306492,0.05,0.00816825138782562,3.2,-2.9,1.5,NA,-0.00174122733518978,NA,0.0013787690298836,NA,0.0531086087326766,NA,NA
"NHS_GAW_CCG-2017","E38000214","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.8,62.4,97.4,"E12000008","South East",179,2.1,49.2,2.6,136393.5,57752.5,0.5,29958,0.423019257141903,208802,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,70.3,0.417851535966834,0.55,207376,6.5,5.15,47.7,29838,"NHS_GAW_CCG",196,67.1,NA,NA,0.0548660800859411,-0.119206523441237,NA,NA,0.00516772117506914,-0.05,0.00685286382565131,-4.4,-2.55,1.5,NA,0.00401365178587021,NA,0.0114228987306492,NA,-0.00174122733518978,NA,NA
"NHS_GAW_CCG-2018","E38000214","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.3,60.4,103.9,"E12000008","South East",179,3.5,47.7,2.8,136749.5,60891.5,0.5,31446,0.44533684820922,209413,63691,133209,2,"Largely Rural (rural including hub towns 50-79%) ","Predominantly Rural",208,NA,NA,NA,62.4,0.423019257141903,0.5,208802,2.1,2.6,49.2,29958,"NHS_GAW_CCG",196,67.1,NA,NA,0.0646026874566923,-0.0325761704346128,NA,NA,0.0223175910673169,0,0.00292194414219615,1.4,0.2,-1.5,NA,0.0484753883015561,NA,0.00516772117506914,NA,0.00401365178587021,NA,NA
"NHS_GHUD_CCG-2010","E38000064","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.6,97.8,NA,"E12000003","Yorkshire and The Humber",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHS_GHUD_CCG",155,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_GHUD_CCG-2011","E38000064","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.2,96.4,155.8,"E12000003","Yorkshire and The Humber",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,NA,NA,NA,97.8,NA,NA,NA,NA,NA,NA,NA,"NHS_GHUD_CCG",155,76.1,NA,NA,NA,-0.0144183754242722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_GHUD_CCG-2012","E38000064","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.9,89,140.8,"E12000003","Yorkshire and The Humber",53,8,30.8,15.9,425346,794775,4.7,14446,1.86853761408359,238638,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,NA,NA,NA,96.4,NA,NA,NA,NA,NA,NA,NA,"NHS_GHUD_CCG",155,76.1,NA,NA,-0.101232689712705,-0.07986983188436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHS_GHUD_CCG-2013","E38000064","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.4,76.1,162.3,"E12000003","Yorkshire and The Humber",53,7.3,31.2,17.2,427831,781222,3.7,14905,1.82600606314175,240029,47590,189751,6,"Urban with Major Conurbation","Predominantly Urban",61,NA,NA,NA,89,1.86853761408359,4.7,238638,8,15.9,30.8,14446,"NHS_GHUD_CCG",155,76.1,NA,NA,0.142106030796603,-0.156588104864499,NA,NA,-0.0425315509418387,-1,0.00581199002886379,-0.7,1.3,0.399999999999999,NA,0.0312791675013795,NA,NA,NA,NA,NA,NA
